,index,ecm_around_single_spot,ecm_around_single_spot bg subtracted,ecm_around_single_spot_mean_intensity,ecm_around_single_spot_mean_intensity bg subtracted,exp condition,filename,mean_intensty_original_synapse,mean_intensty_original_synapse bg subtracted,original_synapse_at_single_spot,original_synapse_at_single_spot bg subtracted,"Synapse brightness scale (0 = dimmest, 7 = brightest)",radial_average,radial_average_bgsubtracted,Time,Drug,Condition,"Synapse brightness scale (0 = dimmest, 5 = brightest)"
824,952,"[[0 0 0 ... 0 0 1]
 [0 1 2 ... 0 0 0]
 [2 0 1 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 1 1 ... 0 1 0]
 [0 0 0 ... 0 1 0]]","[[0.         0.         0.         ... 0.         0.         0.00112588]
 [0.         0.00112588 0.00504745 ... 0.         0.         0.        ]
 [0.00504745 0.         0.00112588 ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.00112588 0.00112588 ... 0.         0.00112588 0.        ]
 [0.         0.         0.         ... 0.         0.00112588 0.        ]]",0.9877,0.002548737176470588,4hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/4hrs_Bic/05_004_ExpControl,7.3271,0.01736507674509804,"[[0 1 0 ... 2 0 1]
 [2 2 2 ... 0 0 0]
 [3 1 2 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 1]
 [1 0 0 ... 1 0 0]
 [1 0 0 ... 0 0 0]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",1,"[4.16071429 3.125      1.5        1.03977273 0.92045455 0.9765625
 1.22773973 1.66566265 1.44892473 0.91460396 0.71600877 0.64241803
 0.75833333 0.71176471 0.59892086 0.40931373 0.30147059 0.3125
 0.35       0.        ]","[0.01372053 0.00989255 0.00387809 0.00250497 0.00216731 0.00235537
 0.00342161 0.00507522 0.00414142 0.00226496 0.00149893 0.00132195
 0.00172097 0.00162691 0.00144866 0.00081715 0.00046276 0.00045668
 0.00048725 0.        ]",4hrs,Bic,4hr + Bic,0
825,567,"[[1 0 2 ... 0 1 0]
 [2 3 0 ... 3 1 1]
 [1 0 1 ... 1 0 1]
 ...
 [0 1 3 ... 0 1 1]
 [1 0 2 ... 0 1 0]
 [1 0 0 ... 0 0 1]]","[[0.         0.         0.00334039 ... 0.         0.         0.        ]
 [0.00334039 0.00726196 0.         ... 0.00726196 0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.00726196 ... 0.         0.         0.        ]
 [0.         0.         0.00334039 ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",1.3525,0.002549489803921568,4hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/4hrs_DMSO/07_003_ExpControl,14.974,0.01439473482352941,"[[ 7  3  7 ...  5  6  3]
 [ 4  7 10 ...  3  2  5]
 [ 4  2  5 ...  4  3  9]
 ...
 [11 12 18 ... 11 13 11]
 [23 19 17 ... 12  8 11]
 [19 21 18 ...  8 11  9]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.01258275 ... 0.         0.         0.        ]
 [0.03219059 0.01650431 0.00866118 ... 0.         0.         0.        ]
 [0.01650431 0.02434745 0.01258275 ... 0.         0.         0.        ]]",2,"[0.69642857 0.66       0.75       0.99147727 1.08181818 1.7109375
 1.77054795 1.46536145 1.34005376 1.55321782 1.19407895 1.34016393
 1.41111111 1.19176471 1.17985612 1.63235294 2.16911765 1.36875
 0.91666667 1.        ]","[0.00062244 0.00052938 0.00084472 0.00128155 0.00163393 0.00370448
 0.00407022 0.00275823 0.00243978 0.00314171 0.0019475  0.00238246
 0.00268102 0.00203727 0.00203726 0.00372606 0.00572154 0.00274866
 0.00091983 0.        ]",4hrs,DMSO,4hr,2
826,2395,"[[0 0 1 ... 0 0 1]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 2 0 0]
 [0 0 0 ... 0 1 1]
 [0 0 0 ... 0 0 0]]","[[0.         0.         0.00158667 ... 0.         0.         0.00158667]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.00550824 0.         0.        ]
 [0.         0.         0.         ... 0.         0.00158667 0.00158667]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0.8331,0.0025500104313725485,4hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/4hrs_Bic/05_002_ExpControl,3.6401,0.006168901019607842,"[[0 0 0 ... 2 1 2]
 [0 0 1 ... 3 1 1]
 [0 0 0 ... 1 1 2]
 ...
 [1 0 0 ... 0 1 0]
 [1 0 2 ... 0 0 0]
 [0 2 0 ... 0 0 0]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0,"[0.22321429 0.385      0.33823529 0.28977273 0.22954545 0.60351562
 1.13013699 1.34337349 1.53091398 1.41707921 0.84649123 0.69159836
 0.68888889 0.80117647 0.81834532 0.6127451  0.48897059 0.40625
 0.15       0.        ]","[0.00041671 0.00085603 0.00074269 0.00057917 0.00045442 0.00162795
 0.0036123  0.00433628 0.00503385 0.00465269 0.00254383 0.00199685
 0.00204213 0.00260347 0.00259608 0.00172763 0.00123938 0.00093645
 0.00027692 0.        ]",4hrs,Bic,4hr + Bic,0
827,657,"[[0 0 1 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 1 ... 1 0 0]
 [0 2 0 ... 1 0 0]
 [0 0 2 ... 1 0 0]]","[[0.         0.         0.00159333 ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.00159333 ... 0.00159333 0.         0.        ]
 [0.         0.0055149  0.         ... 0.00159333 0.         0.        ]
 [0.         0.         0.0055149  ... 0.00159333 0.         0.        ]]",0.8726,0.002550269490196078,4hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/4hrs_DMSO/07_005_ExpControl,15.8164,0.018242033215686276,"[[ 4  7  1 ...  3  3  7]
 [ 2  7  8 ...  7 10  7]
 [ 4  1  6 ...  5  3  7]
 ...
 [18 11 12 ... 33 20 29]
 [15 17  8 ... 25 30 38]
 [20  9 14 ... 25 33 30]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.00941216 0.         0.         ... 0.06823569 0.01725529 0.05254941]
 [0.         0.00549059 0.         ... 0.03686314 0.05647098 0.08784353]
 [0.01725529 0.         0.         ... 0.03686314 0.06823569 0.05647098]]",3,"[0.625      1.27       0.92647059 0.54261364 0.46363636 0.50585938
 0.75       1.34487952 1.69489247 1.15594059 1.01315789 0.85553279
 0.68240741 0.67529412 0.81834532 0.57107843 0.37867647 0.4375
 0.41666667 0.        ]","[0.0013908  0.00372315 0.00247766 0.00117544 0.00106151 0.00123345
 0.00215181 0.00447108 0.00571722 0.00365137 0.00298265 0.00236028
 0.00177068 0.00188674 0.00247639 0.0015148  0.00077455 0.00092991
 0.00109073 0.        ]",4hrs,DMSO,4hr,2
828,931,"[[6 3 4 ... 1 1 2]
 [0 4 1 ... 0 0 3]
 [1 1 4 ... 1 5 1]
 ...
 [2 0 0 ... 3 6 4]
 [1 0 3 ... 1 4 3]
 [0 1 0 ... 5 2 4]]","[[0.01943137 0.00766667 0.01158824 ... 0.         0.         0.0037451 ]
 [0.         0.01158824 0.         ... 0.         0.         0.00766667]
 [0.         0.         0.01158824 ... 0.         0.0155098  0.        ]
 ...
 [0.0037451  0.         0.         ... 0.00766667 0.01943137 0.01158824]
 [0.         0.         0.00766667 ... 0.         0.01158824 0.00766667]
 [0.         0.         0.         ... 0.0155098  0.0037451  0.01158824]]",1.2913,0.002550786274509804,4hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/4hrs_Bic/05_003_ExpControl,14.1087,0.017459049725490196,"[[ 2  3  3 ...  3  3  0]
 [ 9  4  7 ...  2  2  2]
 [ 9  2  5 ...  3  6  4]
 ...
 [ 7  5 15 ...  1  0  2]
 [13 13 13 ...  0  1  2]
 [11 18 12 ...  4  4  3]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.00426431 ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.01602902 0.         ... 0.         0.         0.        ]]",2,"[0.66071429 0.575      0.66911765 0.84659091 1.02272727 1.25976562
 1.25171233 1.19277108 1.40322581 1.22648515 1.30811404 1.48463115
 1.46944444 1.28705882 1.46402878 1.30392157 1.62867647 2.06875
 2.01666667 6.        ]","[0.00060662 0.00052784 0.00072376 0.00110378 0.00176756 0.00263423
 0.00235509 0.00215116 0.00281222 0.00229118 0.00265736 0.00323329
 0.0031293  0.00251859 0.00317488 0.00250663 0.00326572 0.0048038
 0.0048732  0.01943137]",4hrs,Bic,4hr + Bic,2
829,2569,"[[5 5 6 ... 1 0 0]
 [6 9 9 ... 0 0 0]
 [3 8 4 ... 0 0 0]
 ...
 [1 0 0 ... 0 0 0]
 [0 1 1 ... 0 0 0]
 [0 0 1 ... 0 0 0]]","[[0.01719373 0.01719373 0.02111529 ... 0.00150745 0.         0.        ]
 [0.02111529 0.03288    0.03288    ... 0.         0.         0.        ]
 [0.00935059 0.02895843 0.01327216 ... 0.         0.         0.        ]
 ...
 [0.00150745 0.         0.         ... 0.         0.         0.        ]
 [0.         0.00150745 0.00150745 ... 0.         0.         0.        ]
 [0.         0.         0.00150745 ... 0.         0.         0.        ]]",0.8845,0.0025512627450980387,2hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/2hrs_Bic/09_002_ExpControl,4.2372,0.007768169215686274,"[[0 1 2 ... 1 0 0]
 [1 1 3 ... 0 0 1]
 [0 1 0 ... 0 0 1]
 ...
 [1 3 2 ... 0 0 0]
 [4 2 4 ... 0 0 0]
 [3 5 2 ... 0 1 0]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.00390471 0.         ... 0.         0.         0.        ]]",0,"[0.29464286 0.16       0.15808824 0.23295455 0.22727273 0.18359375
 0.25856164 0.32981928 0.64650538 1.20792079 1.31030702 1.12807377
 1.32222222 1.24823529 1.02338129 0.82107843 1.46323529 2.45625
 2.31666667 5.        ]","[0.0006166  0.00025326 0.00026494 0.00049519 0.00046331 0.00032862
 0.00049311 0.00067897 0.00171114 0.00375696 0.00394464 0.00317966
 0.00391777 0.00378739 0.00296251 0.00211344 0.00442461 0.00851582
 0.00779744 0.01719373]",2hrs,Bic,2hr + Bic,0
830,2544,"[[0 1 2 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 1 0]
 ...
 [0 0 1 ... 0 0 1]
 [1 0 0 ... 0 1 0]
 [0 1 1 ... 0 0 1]]","[[0.         0.00089294 0.00481451 ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.00089294 0.        ]
 ...
 [0.         0.         0.00089294 ... 0.         0.         0.00089294]
 [0.00089294 0.         0.         ... 0.         0.00089294 0.        ]
 [0.         0.00089294 0.00089294 ... 0.         0.         0.00089294]]",0.9991,0.002551522509803922,2hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/2hrs_Bic/09_001_ExpControl,9.5261,0.015384058901960788,"[[ 2  1  1 ...  0  0  0]
 [ 1  1  1 ...  0  0  0]
 [ 5  2  2 ...  0  0  0]
 ...
 [ 6  7  8 ...  2  1  1]
 [ 4  5  3 ...  1  3  1]
 [10  6  6 ...  2  1  3]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.00277529 0.         0.         ... 0.         0.         0.        ]]",1,"[0.58928571 0.655      0.94852941 0.81534091 1.03863636 1.29296875
 1.58219178 1.5753012  1.3172043  0.9950495  1.00109649 1.05532787
 0.9712963  0.81058824 0.65827338 0.37254902 0.34926471 0.2875
 0.33333333 0.        ]","[0.00114815 0.00111489 0.00202725 0.00178635 0.00264137 0.00344376
 0.00449848 0.0044444  0.00355757 0.00241783 0.00258424 0.00284455
 0.00254988 0.00196376 0.0014539  0.0005999  0.00059024 0.00037029
 0.00044908 0.        ]",2hrs,Bic,2hr + Bic,1
831,1227,"[[7 4 1 ... 2 0 1]
 [6 1 2 ... 0 3 0]
 [5 0 9 ... 0 0 0]
 ...
 [1 0 1 ... 1 0 2]
 [1 2 0 ... 0 1 2]
 [1 3 0 ... 1 1 0]]","[[0.02338275 0.01161804 0.         ... 0.0037749  0.         0.        ]
 [0.01946118 0.         0.0037749  ... 0.         0.00769647 0.        ]
 [0.01553961 0.         0.03122588 ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.0037749 ]
 [0.         0.0037749  0.         ... 0.         0.         0.0037749 ]
 [0.         0.00769647 0.         ... 0.         0.         0.        ]]",1.2663,0.0025531938039215682,12hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/12hrs_DMSO/03_005_ExpControl,12.3626,0.014203151529411763,"[[ 8  9  2 ... 15 16 17]
 [ 9 12  5 ... 23 16 15]
 [11 15  9 ... 13 20 19]
 ...
 [ 3  6  8 ...  1  2  1]
 [ 5  1  7 ...  1  1  0]
 [ 1  5  4 ...  0  0  0]]","[[0.         0.         0.         ... 0.01104471 0.01496627 0.01888784]
 [0.         0.         0.         ... 0.04241725 0.01496627 0.01104471]
 [0.         0.01104471 0.         ... 0.00320157 0.03065255 0.02673098]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",2,"[0.83035714 0.685      0.75735294 0.76136364 0.71590909 0.88867188
 1.02054795 1.09638554 1.25       1.12623762 0.94078947 1.22028689
 1.46574074 1.66470588 2.54316547 2.00980392 1.4375     1.33125
 1.66666667 7.        ]","[0.0010527  0.00087996 0.00091018 0.00094175 0.00080621 0.00127
 0.00157519 0.00199979 0.00254998 0.0020073  0.00143521 0.00236576
 0.00312023 0.00385372 0.00733449 0.00506731 0.00287068 0.00235154
 0.00386779 0.02338275]",12hrs,DMSO,12hr,1
832,302,"[[1 0 0 ... 0 1 3]
 [0 0 0 ... 3 2 2]
 [2 1 0 ... 1 2 3]
 ...
 [0 0 0 ... 0 0 0]
 [2 0 2 ... 0 0 0]
 [1 0 0 ... 0 1 0]]","[[0.00168706 0.         0.         ... 0.         0.00168706 0.0095302 ]
 [0.         0.         0.         ... 0.0095302  0.00560863 0.00560863]
 [0.00560863 0.00168706 0.         ... 0.00168706 0.00560863 0.0095302 ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.00560863 0.         0.00560863 ... 0.         0.         0.        ]
 [0.00168706 0.         0.         ... 0.         0.00168706 0.        ]]",0.8824,0.002553628078431372,2hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/2hrs_DMSO/10_002_ExpControl,6.041,0.00996250125490196,"[[ 2  7  1 ... 19 15 15]
 [10  3  6 ... 13 22 19]
 [ 8  8  9 ... 18 15  9]
 ...
 [ 4  4  6 ...  0  0  1]
 [ 4  8  4 ...  0  0  0]
 [ 4  3  5 ...  0  0  0]]","[[0.         0.00468157 0.         ... 0.05174039 0.03605412 0.03605412]
 [0.01644627 0.         0.00076    ... 0.02821098 0.0635051  0.05174039]
 [0.00860314 0.00860314 0.01252471 ... 0.04781882 0.03605412 0.01252471]
 ...
 [0.         0.         0.00076    ... 0.         0.         0.        ]
 [0.         0.00860314 0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",1,"[1.17857143 0.84       0.5625     0.73579545 1.01363636 1.85546875
 2.02739726 1.04216867 0.62634409 0.52970297 0.62938596 0.78790984
 1.05740741 0.83176471 0.63848921 0.35539216 0.30882353 0.5625
 0.75       1.        ]","[0.00320533 0.00223273 0.00133508 0.00198405 0.00292381 0.00618964
 0.00678741 0.00303026 0.00157927 0.00132229 0.00170129 0.00221527
 0.00322393 0.0023207  0.0016157  0.00080768 0.00060315 0.00139587
 0.00208461 0.00168706]",2hrs,DMSO,2hr,0
833,2038,"[[0 3 0 ... 1 0 3]
 [0 1 0 ... 0 0 1]
 [1 0 0 ... 2 1 0]
 ...
 [0 0 0 ... 2 0 0]
 [0 0 0 ... 2 2 0]
 [0 0 0 ... 0 0 1]]","[[0.         0.0092     0.         ... 0.00135686 0.         0.0092    ]
 [0.         0.00135686 0.         ... 0.         0.         0.00135686]
 [0.00135686 0.         0.         ... 0.00527843 0.00135686 0.        ]
 ...
 [0.         0.         0.         ... 0.00527843 0.         0.        ]
 [0.         0.         0.         ... 0.00527843 0.00527843 0.        ]
 [0.         0.         0.         ... 0.         0.         0.00135686]]",0.9151,0.0025545380392156865,4hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/4hrs_DMSO/07_003_ExpControl,2.7026,0.0045003601960784305,"[[1 3 3 ... 1 2 3]
 [1 3 7 ... 4 3 1]
 [0 2 1 ... 3 2 2]
 ...
 [0 0 0 ... 1 1 1]
 [0 0 0 ... 0 0 1]
 [0 0 0 ... 0 1 0]]","[[0.         0.0019698  0.0019698  ... 0.         0.         0.0019698 ]
 [0.         0.0019698  0.01765608 ... 0.00589137 0.0019698  0.        ]
 [0.         0.         0.         ... 0.0019698  0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0,"[0.26785714 0.36       0.3125     0.41477273 0.71818182 0.45507812
 0.59760274 1.14457831 1.17473118 1.47772277 1.12938596 0.73668033
 0.73981481 1.09529412 1.49640288 1.12990196 0.69117647 0.5625
 0.45       0.        ]","[0.00050084 0.00068082 0.00055603 0.00089795 0.00196538 0.00105328
 0.001474   0.00350747 0.00340717 0.00454438 0.00327878 0.00182207
 0.00180886 0.00315171 0.00468276 0.00328064 0.00165444 0.00124412
 0.00103804 0.        ]",4hrs,DMSO,4hr,0
834,430,"[[2 2 0 ... 2 1 1]
 [1 2 1 ... 0 0 0]
 [1 1 0 ... 2 0 1]
 ...
 [0 0 1 ... 0 0 0]
 [1 2 2 ... 2 0 1]
 [2 1 1 ... 1 0 1]]","[[0.0043851  0.0043851  0.         ... 0.0043851  0.00046353 0.00046353]
 [0.00046353 0.0043851  0.00046353 ... 0.         0.         0.        ]
 [0.00046353 0.00046353 0.         ... 0.0043851  0.         0.00046353]
 ...
 [0.         0.         0.00046353 ... 0.         0.         0.        ]
 [0.00046353 0.0043851  0.0043851  ... 0.0043851  0.         0.00046353]
 [0.0043851  0.00046353 0.00046353 ... 0.00046353 0.         0.00046353]]",1.155,0.0025562545882352942,2hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/2hrs_Bic/09_002_ExpControl,8.4171,0.011858990784313727,"[[ 1  5  6 ...  5  4  2]
 [ 3  2  3 ...  4  4  4]
 [ 5  5  2 ...  3  3  2]
 ...
 [11  8  6 ...  1  4  6]
 [ 5  7  3 ...  2  4  6]
 [ 4  4  9 ...  5  4  3]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.01088039 0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.00303725 ... 0.         0.         0.        ]]",1,"[1.04464286 0.955      1.13602941 1.48011364 1.29090909 0.88671875
 1.01712329 0.94427711 1.06451613 1.02351485 1.10416667 1.15061475
 1.30092593 1.34117647 1.26798561 1.45833333 1.20588235 0.925
 1.08333333 2.        ]","[0.00193536 0.00191234 0.00256072 0.00383957 0.00329407 0.00174155
 0.00209982 0.00197924 0.00228288 0.00214353 0.00238113 0.0025529
 0.00314852 0.00303823 0.00274591 0.00332036 0.00238969 0.00161747
 0.00194301 0.0043851 ]",2hrs,Bic,2hr + Bic,1
835,2219,"[[0 0 0 ... 0 3 0]
 [0 1 0 ... 3 0 1]
 [0 0 0 ... 1 2 1]
 ...
 [0 1 0 ... 2 0 3]
 [0 1 0 ... 1 2 0]
 [1 0 0 ... 2 1 2]]","[[0.         0.         0.         ... 0.         0.00815373 0.        ]
 [0.         0.00031059 0.         ... 0.00815373 0.         0.00031059]
 [0.         0.         0.         ... 0.00031059 0.00423216 0.00031059]
 ...
 [0.         0.00031059 0.         ... 0.00423216 0.         0.00815373]
 [0.         0.00031059 0.         ... 0.00031059 0.00423216 0.        ]
 [0.00031059 0.         0.         ... 0.00423216 0.00031059 0.00423216]]",1.164,0.0025566396862745097,12hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/12hrs_Bic/01_001_ExpControl,2.9662,0.005993240196078431,"[[0 1 0 ... 1 1 1]
 [1 0 0 ... 1 2 2]
 [1 0 0 ... 3 2 1]
 ...
 [1 0 0 ... 0 0 0]
 [0 0 0 ... 0 1 0]
 [0 0 0 ... 0 1 0]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.00098157 0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0,"[0.85714286 0.965      1.17279412 1.01704545 1.24772727 1.15820312
 1.14554795 1.15662651 1.06182796 1.09653465 1.16666667 1.05430328
 1.12685185 1.43176471 1.70503597 1.18382353 0.90808824 0.91875
 0.58333333 0.        ]","[0.00136241 0.00181633 0.00222285 0.00190594 0.00271005 0.00230627
 0.00237151 0.00232787 0.00212557 0.00225779 0.00244896 0.00218844
 0.00253329 0.00383051 0.00473804 0.00296971 0.00172909 0.00172975
 0.00096356 0.        ]",12hrs,Bic,12hr + Bic,0
836,930,"[[0 0 0 ... 1 3 2]
 [0 1 0 ... 2 1 1]
 [0 0 0 ... 0 6 1]
 ...
 [0 1 0 ... 1 2 2]
 [0 0 0 ... 0 2 0]
 [0 1 0 ... 1 1 2]]","[[0.         0.         0.         ... 0.00138078 0.00922392 0.00530235]
 [0.         0.00138078 0.         ... 0.00530235 0.00138078 0.00138078]
 [0.         0.         0.         ... 0.         0.02098863 0.00138078]
 ...
 [0.         0.00138078 0.         ... 0.00138078 0.00530235 0.00530235]
 [0.         0.         0.         ... 0.         0.00530235 0.        ]
 [0.         0.00138078 0.         ... 0.00138078 0.00138078 0.00530235]]",0.9293,0.002557620274509804,4hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/4hrs_Bic/05_002_ExpControl,7.0777,0.010838931372549019,"[[2 0 1 ... 1 1 1]
 [0 4 0 ... 0 0 1]
 [0 2 0 ... 2 4 3]
 ...
 [4 4 0 ... 6 3 2]
 [7 4 0 ... 4 5 3]
 [4 2 2 ... 0 5 6]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.00059529 0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",1,"[0.375      0.49       0.71323529 1.40625    2.23636364 1.84375
 1.28082192 1.47289157 1.04435484 0.73019802 0.63157895 0.70901639
 0.70833333 0.57058824 0.67446043 0.59803922 0.5625     0.625
 0.65       0.        ]","[0.00058585 0.00093066 0.00161068 0.00405664 0.00729755 0.00561263
 0.00363497 0.00447887 0.00291732 0.00186985 0.00154349 0.00189014
 0.00180852 0.00131694 0.0017447  0.00138623 0.00139321 0.00148231
 0.00157505 0.        ]",4hrs,Bic,4hr + Bic,0
